document_id,cleaned Review text,sentiment
903,leonardo di caprio return world war one oklahoma oil made osage indian rich after long meandering talk uncle robert de niro di caprio run taxi pick lily gladstone pureblood osage begin drive regularly they fall love eventually three child someone busy killing osage indiansthis scorsese movie stellar cast impeccably written directed shot i dont know thelma schoonmaker scorsese longtime editor at three hour wrap tenminute epilogue presented episode gangbusters talking everyone wound spending rest life it go long movie least movie without break this upside downside company like amazon netflix wherewithal tempt great film maker large gob money because viewer home watch movie like leisure taking time go bath room meal forth made there need edit what could cut reasonable length without dicaprios army career finding lived trailer final year left audience bladder telling time leave story what would made fine miniseries television must watched one go movie theater trapped gorgeous image fact every minute screen time cut two point iq dicaprios characterits movie really seen theater size audience yet make impossible,positive
904,oil discovered osage nation land late th century oklahoma it the oil company moved osage people richest folk world all wealth attracts lot worker capitalist criminal general scammer everybody looking get piece indian oil pie war veteran ernest burkhart leo dicaprio return join brother byron uncle william hale robert de niro william become wealthy leader town family friend worm way native community he known king hale ingratiated tribe he directs ernest woo marry mollie lily gladstone shy sickly native womani put watching long possible i dont want spend three hour watching evil people stealing helpless indian folk a i started watching phrase pop mind this stealing candy baby fun time watch it tough watch two hour i find stopping multitasking ipad when fbi show becomes tradition howcatchem thats little bit watchable i dont stop anymore this would great two hour mystery movie fbi martin scorsese probably want native character time he shy making character evil leo something like brando i dont like it seems much fitting handsome leo mollie would powerless charm a mollie cluelessness rather frustrating there denying scorsese filmmaking mastery sincere intention the first two hour grind still rewarding watch,negative
905,some film warrant long runtimes epic like lawrence arabia da boot three hour length rocket along brisk pace largely fastidious editing the duration picture necessary one could argue tell story without sacrificing detail coherence excitement then film like heaven gate also runtime three hour bloated selfindulgent unaffecting watch thanks director michael ciminos arrogant refusal cut anythingmartin scorsese killer flower moon teeter somewhere camp it element deserving high praise inarguably long pacing structural narrative issue galore based nonfiction novel name david grann film center emmet burkhart simpleminded world war i veteran return the osage nation home uncle william king hale there emmet fall osage named mollie uncle tell set inherit much people oil headrights meanwhile someone killing wealthy osage area look like molly family might nexton paper sound like fascinating exciting picture dash psychological intrigue however scorsese version tale dour swollen predictable granns riveting story transformed formulaic meditation moral corruption greed lacking kind suspense momentum screenwriter scorsese eric roth cram much narrative namely many character unnecessary scene leading redundant dialogue vice versa they scrabble end proceeding neatly dont preferring hastily sum event rather let play outhad scorsese longtime collaborator thelma schoonmaker active editing booth thing could different there brilliant sequence movie fact first third engaging intriguing the mystery successfully set location established character introduced thing start going downhill the pacing slows crawl remainder runtime end course rush sloppy conclusion beyond pacing fundamental flaw editingwise inexplicable considering scorsese schoonmakers prestigefor example seemingly important character introduced disappear long stretch time similarly fate character either driven home multiple time overlooked leaving u dark furthermore time cut occur someone opening mouth speak all including fact runtime could easily trimmed forty minute without negatively affecting narrative amateur work far scorsese schoonmakers levelthis say however killer flower moon without redeeming element to make film cultural appropriation always cause worthy commendation matter effectiveness scorsese also applauded trying something new although fails deliver compelling insightful story exploitation osage people the film doesnt explore historical cultural context osage nation psychological emotional impact murder survivorsscorsese roth narrative also fails challenge stereotype prejudice white character towards osage systemic injustice face their characterisation lack depth nuance relying familiar trope cliched attitude had focused perspective agency osage rather corrupt inept white character scorsese could masterpiece handsconversely rodrigo prietos cinematography evocative enchanting it make stunning watch proving scorsese eye visuals blinded under scorsese direction prieto capture beauty brutality oklahoma landscape astutely jack fisks detailed production design lends proceeding authenticity textural richness adam willis set decoration jacqueline west costume design compoundsmoreover late great robbie robertson score striking bearing resemblance work ry cooder full sleazy slide guitar indian chant complement narrative perfectly the inclusion periodaccurate song also lends movie dose realism time baz luhrmann insists bizarrely using modern music period piece welcome the last project robertson worked death contribution picture act powerful swansongleonardo dicaprio star emmet alongside lily gladstone mollie robert deniro king hale dicaprio ability turn brilliant performance take page daniel day lewis playbook intense acting must surely best dicaprio spends whole film frowning scrunching mouth completely overdoing character expression eccentricity in first third bit range though latter two third give tonally one note performanceas lily gladstone initially creates mollie nuanced witty character see people she doesnt suffer fool find compelling captivating however first third film becomes subservient unquestioning dull medicinal reason shall say slowed deniro part play king hale like evil george burn manipulative darkly funny morally bereft anytime he screen film joy he best thing itthey supported large cast talented actor great work ty mitchell excellent john poor man drawn emmet king hale plan dignity combined jesse plemons typically fine work fbi man tom white louis cancelmi seedily slick kelsie morrison stooge king hale on hand like cara jade myers molly alcoholic sister brendan fraser thankfully small role king hale lawyer miscast top distract everything going around themits sad indictment film central message summed succinctly dean martin song the money song them get the le need love such thesis film greed spread like plague richer greedier it original profound tale told much impactfully back mervyn leroys the fbi storyat end day killer flower moon truncated adaptation great nonfiction book overlong devoid original meaningful message despite stellar cinematography evocative score powerful performance martin scorsese killer flower moon underwhelming disappointment,positive
906,martin scorsese follows sloppy the irishman another excursion indulgence overnarration for three half hour tell story osage indian murder osage county oklahoma beginning th century cinematic work visual retelling literature the narrative unfocused longwinded loquacious watching movie like listening busker going repetitiously hour end and story although fascinating enough historical context unappealing revisionist whiff often reduced simple usandthem dichotomy scorsese keep pounding narrative drum like aforementioned busker the killer flower moon never becomes grandiose epic drama purport desperately lack subtlety the performance could good tighter focused movie de niro onto something unique ageing selfrighteous patriarch william hale,negative
907,obviously isnt bad it amazing director interesting story now thats way this worst way tell story it pov fbi thats thing got interesting telling story chronological order wasnt interesting it would better hear investigate info waiting discovered in order random thing happen along story didnt deserve much timefollowing leo wasnt interesting enough hold two hour wa supposed heart breaking sad i dont know but wasnt enough going fill plot the fbi get team looked cool it would much shocking hear murder really driven point home instead kinda experiencing itit slow too slow i worried hour i didnt realize going feel like the irishman slow movie isnt boring and movie boring it slow boring i kept waiting get going never the slow pacing disadvantage movie made lose interest and made much aware length i kept thinking much longer going i think kept shooting ran film,negative
908,im diehard martin scorsese fan i deep appreciation movie others dont quite resonate this particular film fell somewhere middle meconsidering extensive threehour runtime pacing held well i never found bored though i cant say i thoroughly thrilled either there moment seemed like conversation lacked significant impact narrative the movie truly hit stride final third tension escalates significantlythe acting across board outstanding especially lead cast dicaprio de niro always delivered great performance ive become fan lily gladstone the visual set design also topnotchi believe important story skillfully told while i dont strong urge watch im glad i chance see,positive
909,first thing first there absolutely need ½ hour long it follows story ambitious ernest leonardo dicaprio arrives osage home venal uncle king robert de niro encourages ingratiate wealthy indigenous population he end meeting driving independent nononsense mollie lily gladstone start fall charismatic charm fall love marry though love wife ernest prof rather fickle violent man love money behest outwardly benign relative start implement scheme ensure right oil well head move swiftly frequently brutally suitable owner this sudden spate accident killing prudent action fearful local council alert authority washington despatch team fbi agent led tenacious white jesse plemons get bottom thing perhaps king house card might becoming precarious dicaprio effective he play well man juggle internal demon conflict cleverly manipulated onform slightly menacing de niro it gladstone steal show though she play role decent loving shrewd savvy mollie strongly a start become victim husband avarice exudes sense desperation pleading dignified struggle potently illustrative far white man prepared go get keep money the film beautifully shot plausible look help generate audience true sense outwardly genteel civilised society really anything writing clearly interweaves clandestine aspect plot noble one perhaps sacrilegious say though time really drag i felt could easily lost hour condensed story immersed u quickly characterisation really suffered it good film great film unlike scorsese far better irishman im sure i rush watch,positive
910,well real snorerscorsese took taut thriller book detailing horrific crime osage tribe oklahoma turned boring history lesson hour long i almost fell asleep twicemoreover significantly changed fact bad guy sniffed in reality j edgar hoover texas ranger tom white went undercover significant risk life root evil mastermind henchmenwhy screw masterpiece writing this could nailbiting thriller exposing terrible episode american history the decision dumb actual suspense situation poor one sadly film bypass generation moviegoer given film watch rewatchgo read book instead,negative
911,greeting darkness read book see movie the order doesnt much matter david granns bestselling nonfiction novel incredibly emotional read martin scorsese film example elevated filmmaking of course understandable book detailing repulsive historic travesty cup tea threeandahalfhour movie subject hold appeal however challenge extraordinary work art though surprisingly quite different experiencesoscar winner scorsese worked script adapting granns novel oscar winning screenwriter eric roth forrest gump scorsese stated leonardo dicaprio encouraged change perspective scorsese also spent great deal time osage folk making sure gain insight properly tell story due sensitivity respect and story while reading granns book i remained state disbelief tragic story common knowledge in contrast i felt telling story movie softened edge bitoscar winner dicaprio star ernest burkhart man returning town serving wwi ernest simple man dicaprio play sling blade jaw line constant state halfstep behind going he total sap close enough manipulated this especially true come rancher uncle william king hale played twotime oscar winner robert deniro the two men related seemingly share characteristic king master schemer spent decade cultivating relationship image osage secretly take advantage trust every opportunity ernest selfdescribed lazy man love money though little interest earning hard waythere multiple relationship crucial follow closely ernest uncle ernest osage wife mollie brilliant lily gladstone hale osage federal investigator tom white jesse plemons everyone speaks network interaction ernest local the long roster character jump number final act offer courtroom drama interrogation deliver conclusion it first act scorsese portrays dramatic shift old osage culture staggering newfound wealth of course core despicable scheme used hale heartless strategy steal wealth for havent yet read book best story known prior seeing movie one thing disclosed true story prof exception gold make rule this also first case newly formed fbi j edgar hooveras always scorsese assembled deep supporting cast complement stellar lead a playing key role include tantoo cardinal gene jones coin flip clerk no country for old men john lithgow oscar winner brendan fraser cara jade myers jason isbell jillian dion scott shepherd william belleau sturgill simpson ty mitchell tommy schultz personal favorite barry corbin pete yorn jack white with apology jesse plemons solid tom white three lead captivate u dicaprio turn likely best ever performance deniro eerily capture sneaky devastating evil hale get nod al capone role year ago what say lily gladstone she standout certain woman heart soul story though dicaprios ernest get much screen time her expressive eye convey much even speaks wordsin addition talented cast scorsese technical group outstanding cinematographer rodrigo prieto brokeback mountain perfectly balance vastness setting intimate moment production designer jack fisk there will be blood delivers look feel time threetime oscar winner thelma schoonmaker work magic editor create manageable flow epic the film score expertly tied story measured pacing come robbie robertson longtime leader the band passed away soon there scorsese cameo i left theater thinking usual find movie ambitious scale yet intimate searing personal moment some may find larger story bit difficult grasp thats likely due humanity desire believe nonexistence level evilopens theater nationally october,neutral
912,i strongly recommend reading book film it clear movie simply communicate amount event information book whats wrong i would say movie mostly faithful book except certain chronological order event the problem reading book vastly exciting experience especially event unfolded i dont understand scores decision ditch mystery replace nothing giving away right away who behind we dont even get solid character study since dicaprios character performance onedimensional deniros unfortunately you back forth two character always dynamic even final scene supposed cathartic moment one character felt nothing short underwhelming one good thing i say movie doesnt feel like three half hour although first hour clearly best part rest movie dragging quite bit due repetitive nature choosing tell story perpetrator point view felt like safe choice scorese done much better i might add there several cross cut upshot stylistic choice straight goodfellas rubbed wrong way given nature material a nice visual idea cant breathe life drab screenplay one best part book investigation tom white murder true herculean act scientific evolution method like fingerprint identification whereas movie zap therefore make look like easy catch convict conspiracy behind the book showed dimension government corruption systematic sanctioned murder went way beyond mere individual movie simply failed portray properly the end coda lucky strike radio show another one tame attempt upset audience all reminding similar scene much much better movie the assassination jessie james coward bob ford two brother reenact famous murder theater play i think movie would better hand director like andrew dominic i still commend scoresese putting spotlight important part american history,positive
913,straight good movie somehow feel lacking multiple place drag first acting dicaprio great im biggest fan dont look up pours emotional effort scene doesnt need make elevated i think help movie lot gladstone de niro decent plemons wasnt asked whole lot finesecondly seeing oppenheimer dialogue heavy movie gripped start finish tension building seeing one second feeling tension a fbi came knocking i felt i shouldve getting itchy dicaprio de niro reason wasnt landing the script nothing special i havent said awhile movie truly boring scene i could feel like feel like going escalate doesnt keep one pace tone whole way the murder felt bleh like wasnt big deal provoked zero emotion timelastly i dont need nonstop action fact i dont need action movie gripped go whoa acting script need top tier missed the story would interesting really show bigger picture made feel impactful felt like kinda one family people dying barely screen time didnt get know therefore care aboutkillers of the flower moon masterpiece expect bit slog time keep interest peaked id wait come apple tv,positive
914,i feel like i watched different movie many review i went theater high expectationsthe movie brutally honest story moral bankruptcy corruption decimation tribe hand local landowner only story different typical settler moving west battling tribe it taking land marriage murder inheritance the movie shot well acting top notch working withnow bad desperate need editing hour fine story keep pace move plot pertinent scene this case there least hour drawn scene scene completely irrelevant like random goofy white guy dancing fair almost minute he never seen i felt like story told elderly grandfather would lose pace ramble thing unrelated event taking placethere full conversation native language subtitle it incredibly irritating why dicaprio talk like marble mouth deniro definitely miscast retire time pass period day month year discernible shift let know day passed and sudden shift end format radio show distasteful surreal it left audience anxious leave minute screen darkenedsadly i would recommend movie,neutral
915,the story conspiratorial plot kill member osage nation bountiful oil wealth oklahoma one unfamiliar martin scorsese decided make killer of the flower moon three half hour epic impress every technical level flounder thematic emotional one perhaps neglect proper research reading nonfiction book based partially led feeling cold detached disarrayed case resonated way leonardo dicaprio cast jarringly type ernest cowardly quasi wwii vet pressured amoral machiavellian uncle king hale robert de niro marrying wealthy osage woman mollie lily gladstone insinuating lineage oil right get passed along wedlock much film distressing sense audience know exactly sort insidious betrayal happening large everybody region intimate level ernest mollie i saw interview scorsese seemed excited tell story scheming backstabbing psychopathic doublecrossing urban crime saga far wilder rural spatially wide open locale he told interest story woman fatally unforgivably betrayed partner worst way might look like onscreen thematically well seems far interested first part indeed overall tapestry crime clandestine wrongdoing often unnecessarily blunt comedic upheaval fortune well oiled pun intended machine vernacular solidly within wheelhouse it second part intimate picture false marriage unspeakable betrayal consistently shy away exploring sort raw elemental detail unflinching eye emotion required only lily gladstone undeniably give film best performance really task imbuing mollie smouldering ancestral rage elegant angelic poise utterly captivating but shes marooned tempest misguided choice missed opportunity really make story flare alive political clockwork fanfare cloud real chance true poignancy catharsis ive read backstory film scorsese pivoted away original plan tell fbi eventual involvement ultimately sadly little late towards deliberate focus osage plight identity people within tragic turmoil well doesnt really achieve beyond expository newsreel montage roundtable elder discussion admittedly impressive eye costume there scene senior member tribe mention could see enemy would kill seem idea perpetrating atrocity really from narrative standpoint pretty darn clear fact none mollie especially look anywhere close home suspicion simply didnt ring true she well rounded character played beautifully hauntingly gladstone well earned outrage eventual catastrophic corrosion marriage man like ernest rife red flag outset i might add something scorsese frustratingly sidestep stifle outright avoids favour cold procedural i cant help wonder story meant told perspective osage may better edgy esoteric hand,neutral
916,visually movie wellshot setting great and i didnt find movie dull hr running time could shaved hour i guess kept shifting tone angle every half hour could worked favour left hoping would sort pay ending climactic conclusion sadly that doesnt happenone big issue film lack hero protagonist could relate the main character ernest villain his wife would hoped would taken heroine role mainly invalid victim entire movie wedding we never get find wealth ran community hale wanted league others since suspicious death happening molly family we never get sense hale coming even family he archetype crime lord getting others work selling cease use dicaprio seemed teetering sling blade territory characterization and know character ernest brother byron also involved never really see act like blood relative there doesnt seem relationship allthen distracting cameo the worst brendan frasers outburst court room i almost forgot movie i watching bad then seem scene bunch supposedly powerful men trying convince ernest right thing pointing greater conspiracy leaving hangingthe end terrible cutting radio program almost destroys atmosphere film preceded it felt cheap trite and scorsese cameo another distraction almost selfservingso i glad terrible incident u history brought light film i dont feel said much took stance a wishy washy effort marty,negative
917,i really loved movie simply way long i like long movie i like slow cinema still concept economy story telling i wish would allow kill darling cut like almost hour one justification people sit binge tv show hour the form structure television film completely different know it really feel like self indulgence he end career nobody going tell self indulgence death lot great artist find success particularly scorsese respected film maybe exception casino even slightly longer runtime completely trimmed fat every shot every line point advancing plot economical this adaptation felt like made mistake adapting novel film i would absolutely love edit film maybe hour long could easily done it would emotionally impactful interesting still honored story people the osage definitely interesting part film but get swept stale courtroom drama weve seen million time could couple short scene,positive
918,this good movie could told hour le the material grim i guess thats part story tellingi cant understand couldnt done hour the plot didnt warrant acting almost held but could see goingthe court sequence way long muddled nature story is historical account happened poor people is story duplicity relationship is greed human nature is psychopath or court room dramafor would didnt drag unnecessarily great acting great story just drawn,neutral
919,this movie longer two hour the scene film formulaic there repetitiveness scene showing lily gladstone sick dicaprio giving insulin de niro plotting someone death this repetitiveness made film long there seemed build kind turn event audience already fed whole story there isnt real climax time story get away repetitive build ending total let the ending predictable worth wait take get therethe acting fine character interesting lily gladstone character actually personality pretty much bed ridden whole film the rest character didnt provide anything make standoutthe execution story made film weak it dialogue heavy action scene even dialogue never feel dramatic intense it end leaving one feeling indifferent defeat purpose telling story impacted whole group peoplethis film highly overrated consider simple story entertainment value provides it small piece history told unemotional way possible not film i would care ever revisit this scorsese best work doesnt deserve high praise,neutral
920,i really bummed one turned i love politically morally racially charged story i love eric roth i think he living legend screenwriter i loved dicaprio gladstone brilliant beautiful chemistry together dicaprios character really interesting kind reminds murderer act killing just dumb doesnt realize monster isbut freaking movie long big mess the first two hour repetitive i hard time keeping track character supposed murdering reason exactly when jesse plemons show pick finally i overwhelmed fatigued i didnt enjoy much id likedalso oddly enough i noticed sound terrible scene really crappy dialogue recording very surprisinganyway i might read book cause story seems really compelling i dont think really enough justice,positive
921,killer flower moon getting rave review critic audience alike people hailing movie one martin scorsese best film standout performance leonardo dicaprio robert de niro masterpiece sprawling crime epic praise killer flower moon receiving fan scorsese work i beyond excited i headed theatre opening night go watch movie and quite honest i wasnt big fan film i thought i going bekillers flower moon admittedly follows group criminal engage said criminal behavior common trait many scorsese film where movie differs however way handle material in stark contrast film similar genre flower moon make little effort audience sympathize villainous protagonist on one hand appreciated protagonist truly worst evil people ever grace silver screen on hand lack characterization make onenote character start end movie exact emotional headspace and maybe thats everything happened real life film i wouldve appreciated little bit nuance dramatic heftas character engage killing spree youd hardpressed find undergoing type moral quandary emotional turbulence really type second guessing morality action and perhaps real life every single murderer happened coldblooded psychopath zero sense remorse sake film wouldve nice see least one person question action but dont get everything feel surprisingly dry even scale killing increase perpetrator consistently aloof destruction theyre leaving wake point eventually movie started get kind boringwhile scorsese always brings sheen professionalism film i also found flower moon lack cinematic feel previous movie something movie felt cheap despite million budget the editing also jarring time lacking coherency making entire movie feel like directtovideo release theatrical one and come ending movie whoah man i wont spoil anything let say scorsese pull move directly wes anderson playbook epilogue simply put ridiculous almost didnt really know end filmoverall i disappointed movie didnt find much like i say length practically hour minute runtime wasnt problem the problem lack characterization onenote performance throughout will enjoy movie there strong possibility considering i seem minority however recommendation would temper expectation prepared take bathroom break two,neutral
922,this fifth martin scorsese movie i expecting like since i likedloved work my verdict yes i really like one i note cinema i watched pretty bad sound system time i couldnt hear character whispering so i might rate even higher future rewatch hopefully apple tv soonkillers flower moon based book based true forgotten story osage nation sall cast member really great understatement this first i see lily gladstone shes superb leonardo di caprio favorite movie top game well robert de niro unsurprisingly amazing despite threehour run story feel wellpaced doesnt really drag much the story also really distressing part well might brutal film yet i really can not forget scene still stuck mind still make feel bit emotional i also love minimal use score make thing feel morei dunnorawi also love ending creative i highly recommend watch,positive
923,after seeing trailer i couldnt help look forward on paper everything aside performance clean oscar along best picture director score costume etc etc i came feeling flat bored relieved finished the running time ridiculously long could easily minute shorter it plod along surprise tension it tell important story american history ive watched documentary hold attention martin scorsese recent history long feature something like oppenheimer similar running time flew tough get can imagine director cut,neutral
924,not masterpiece i expecting mainly leisurely pace overshadows good quality killer flower moon tragic nonfiction murder tale i really looking forward my expectation high especially martin scorsese passionate rant qualifies cinema from technical standpoint almost every aspect movie excellent the visuals stunning story good intention emotional depth dialogue wellcrafted acting topnotch lily gladstone truly shone cast included leonardo dicaprio robert de niro great film right however absolutely reason hour minute long it felt like real chore sit throughthe movie slow pace would fine around hour long nearly hour runtime simply wasnt engaging enough i know film enthusiast scorsese fan believe superheroes ruined cinema likely praise film regular moviegoer didnt resonate much some people even walked screening i stayed hoping movie would pick later it got point cinema staff wake people ended the movie could easily conveyed emotional depth told entire story hoursdicaprio play villain although extent villainy slowly revealed part de niro mastermind behind plot there humor kind might frowned upon today likely everyday conversation the film selective subtitle subtitle would helpful maybe didnt add much context scenesthe movie lacked liveliness high point failed engage audience while leonardo dicaprio lily gladstone standout performer i mostly remember dicaprio much frowned second karl urban dredd i wasnt expecting see spanking scene either the rest cast performance decent particularly memorablethe film felt flat real climax peak it likely ride reputation big name associated it profoundly emotional tragic story movie extended runtime lack engagement overshadow sadness brutality narrative,positive
925,killer flower moon drag there large absence tension drama story really sabotage pace entire film zero urgency character motif sense depth everyone act great obviously even cant save dull numbing dialogue lack story directioni dont problem long movie i dont need constant action mayhem keep attention i loved irishman running time but felt like eternity get nothing happens something underwhelming hazy the story repetitive never truly kick thing keep attention i felt thing werent explained clearly entertaining it felt bland hollow the movie sleepwalks start finishbreaks heart write hero he best filmmaker working today i absolutely love guy work impacted life tremendously but painful sit there good scene enjoyed far the biggest positive movie first time ive seen robert de niro truly act past year,positive
926,the good brilliant actor leonardo di caprio robert deniro acting quite well not extraordinary well really deliver solid performance it always joy watch performthe bad movie last way too long come hour minute beware aint gripping masterpiece aint fastpaced spectacle aint visceral drama it merely slowburning portrait already wearing patience thin half hourthe first minute story get see nothing else money hungry men marying indian woman land rich oil married slowly poison indian wife altered medicine make terminally ill and die oil rich land copy repeat on plot may sound vicious intrigueing oppositehow director martin scorsese manage ruin devestating story by simply not restraining time and injecting true drama thrill it toddles along only hour pace take spark punch experiencedthere fault martin scorsese direction his choice editing photography soundscore usual level quality directing not terrible quite average martin scorsese movie used wild dangerous fast none seen killer flower moondisappointed not terrible flick merely tedious one thats huge pity talent money available potential make something truly greatthank reading th review imdb,neutral
927,killer flower moon western crime drama film cowritten directed martin scorsese based nonfiction book name david grann starring leonardo dicaprio robert de niro lily gladstone touch upon often overlooked piece american history best way possible thanks talent director castin early discovery oil land belonging native american osage nation turn tribe richest people world this sudden acquisition wealth attracts attention white businessmen looking seize opportunity stealing much osage tribe possible among group interloper ernest burkhart leonardo dicaprio upon arriving oklahoma encouraged uncle william king hale robert de niro marry member osage way inheriting fortune ernest soon fall love later marries mollie lily gladstone young osage woman strong tie family rich a white occupation native land continues member osage tribe repeatedly found murdered mysterious circumstance molly close family among prominent victimsone favourite thing movie addition enjoyable mean entertainment also function great method preservation no matter obscure topic may film made released mainstream already permanently preserved way this especially effective filmmaker belief people made aware something may otherwise forgotten time helped maintain relevance general public one event often glanced osage indian murder series slaying wealthy member native american osage tribe early th century however thanks martin scorsese film killer flower moon audience chance educated entertained overlooked historical occurrence movie provides sophisticated eyeopening look america treatment one particular group indigenous populationmuch like scorsese best known work film framed epic indepth study dark side human nature we watch osage tribe live harmony among forcibly thrust sight outside world oil found land in spite vast wealth accumulated osage unable hold back large tide white people showing attempting steal away everything rightly because tribe happy existence compromised subjected frequent discrimination first verbal physical it see sinister plan william king hale come play marries nephew ernest osage way pilfering rich time right what make scheme intriguing watch patience required pull ethical ramification result only filmmaker like scorsese could explore topic like complexity style remains timeless everadditionally almost scorsese visual trademark director full display wideopen cinematography designed immerse audience world america creative framing character shot give certain perspective scene one particular stood conversation ernest william discus business regarding osage we see two seated inside darkly lit room discussing type future lie ahead entire tribe ernest choosing remain loyal osage wife mollie uncle william reminds nephew important reason married first place here scorsese place character way make look place inside single bright spot dark room the darkness surrounding two likened perfect visual representation true intention supposed brightness focused actuality metaphor tainted presence everything osage created pointdue scale theme plotting film rightfully earns long runtime almost three half hour minute total this many different facet explore character action resulting consequence make compelling viewing experience while i personally think made film interesting watch im entirely sure said casual viewer the film pacing intentionally slow mean build tension air i believe work rather effectively minimal musical score used method showcase realistic point view scene raw emotion in word film requires patience attentive mind something greatly rewarded anybody manages display virtue to effect scorsese made film heavily reliant atmosphere rather frequent action hollywood blockbustersin sixth collaboration legendary director leonardo dicaprio delivers yet another memorable performance role ernest burkhart what make dicaprios character intriguing indecisive nature torn supporting white family osage wife mollie on one hand ernests loyalty towards birth family made go ahead uncle idea first place hand truly fall mollie can not bring end along entire tribe dicaprio display signature range emotion alternating strong family man submissive weakling uncle bidding pull quite effectivelyafter working ten film together robert de niro step back usual spot scorsese lead supporting role william king hale essentially main antagonist story hale man determined weasel way wealth regardless whether truly earned his intention malicious meant serve personal gain little regard wellbeing others even nephew what i consider worst character trait belief action justified bible say spreading word god his claim god want participate genocide entire race people nothing short evil demonstrates numerous point throughout film a role like perfect actor like robert de niro better director show world martin scorsesehowever film true standout would lily gladstone mollie truly heart soul story here woman experienced much pain heartbreak life whether physical ailment sudden death relative yet despite hardship mollie remains steadfast ever choosing loving wife husband caring mother young child mollie essentially represents positive value tribe upholds among last family hasnt completely sold ideal rich lifestyle this easily career defining role gladstone certainly potential noteworthy star one dayfor american history buff martin scorsese fan killer flower moon represents fascinating look best world it brings attention often neglected historical issue use another wellcrafted cinematic addition beloved filmmaking veteran library a mentioned previously nice know story effectively preserved medium film mean future generation able watch back learn horrific event took place time period after classic saying go dont learn history doomed repeat iti rate solid,positive
928,leonardo di caprio return world war one oklahoma oil made osage indian rich after long meandering talk uncle robert de niro di caprio run taxi pick lily gladstone pureblood osage begin drive regularly they fall love eventually three child someone busy killing osage indiansthis scorsese movie stellar cast impeccably written directed shot i dont know thelma schoonmaker scorsese longtime editor at three hour wrap tenminute epilogue presented episode gangbusters talking everyone wound spending rest life it go long movie least movie without break this upside downside company like amazon netflix wherewithal tempt great film maker large gob money because viewer home watch movie like leisure taking time go bath room meal forth made there need edit what could cut reasonable length without dicaprios army career finding lived trailer final year left audience bladder telling time leave story what would made fine miniseries television must watched one go movie theater trapped gorgeous image fact every minute screen time cut two point iq dicaprios characterits movie really seen theater size audience yet make impossible,positive
929,oil discovered osage nation land late th century oklahoma it the oil company moved osage people richest folk world all wealth attracts lot worker capitalist criminal general scammer everybody looking get piece indian oil pie war veteran ernest burkhart leo dicaprio return join brother byron uncle william hale robert de niro william become wealthy leader town family friend worm way native community he known king hale ingratiated tribe he directs ernest woo marry mollie lily gladstone shy sickly native womani put watching long possible i dont want spend three hour watching evil people stealing helpless indian folk a i started watching phrase pop mind this stealing candy baby fun time watch it tough watch two hour i find stopping multitasking ipad when fbi show becomes tradition howcatchem thats little bit watchable i dont stop anymore this would great two hour mystery movie fbi martin scorsese probably want native character time he shy making character evil leo something like brando i dont like it seems much fitting handsome leo mollie would powerless charm a mollie cluelessness rather frustrating there denying scorsese filmmaking mastery sincere intention the first two hour grind still rewarding watch,negative
